lad,agemed_all,care_1to19hoursWeek,care_20to49hoursWeek,care_40PlushoursWeek,children_Kids,children_NoKids,children_NonDepKids,density_all,economic_employee,economic_self-employed,economic_student,economic_unemployed,ethnicity_asian,ethnicity_black,ethnicity_white,health_bad,health_good,hoursworked_Female1-15,hoursworked_Female49plus,hoursworked_Male1-15,hoursworked_Male49plus,household_Cohabiting,household_LoneParent,household_Married,household_OnePerson,marital_Married,marital_Seperated,marital_Single,population_all,religion_Buddhist,religion_Christian,religion_Hindu,religion_Jewish,religion_Muslim,religion_Noreligion,tenure_owned,tenure_rented_private,tenure_rented_social,travel_bus,travel_car_van,travel_foot,travel_home,travel_train_metro,welsh_SpeaksWelsh
E09000015,36,7.06,1.19,1.69,33.37,54.88,11.75,40.98,52.5,9.86,3.05,3.06,30.89,6.14,58.77,7.13,72.11,5.66,3.14,2.22,12.08,5.42,9.5,39.17,26.17,53.73,7.35,31.15,206814,0.67,47.29,19.61,6.34,7.21,9.03,74.5,11.5,11.02,8.84,55.28,8.6,14.29,10.14,1
E09000016,39,7.23,1.05,2.09,29.62,57.86,12.52,19.96,54.28,8.7,2.05,2.6,2.22,1.4,95.17,8.29,69.72,6.92,2.35,1.57,13.39,7.16,9.19,40.08,27.93,54.78,9.1,27.08,224248,0.18,76.13,0.76,0.5,0.8,13.18,78.86,5.48,14.14,10.82,60.72,8.38,9.88,6.74,1
E09000017,35,6.68,1.05,1.78,31.94,57.75,10.31,21,55.98,7.86,3.23,2.73,14.37,3.29,79.06,7.36,71.34,5.41,2.83,1.72,12.4,7.95,10.3,36.85,28.66,50.47,9.78,32.14,243006,0.39,64.1,4.61,0.81,4.63,13.37,71.12,9.64,16.48,8.34,71.77,4.72,5.48,6.13,1
E09000018,33,6.08,1.14,1.69,31.82,58.53,9.65,37.93,55.53,7.66,3.1,3.26,25.6,4.35,64.87,8.05,70.91,4.43,4.02,1.79,12.09,7.89,10.88,32.32,30.22,45.49,10.29,37.7,212341,0.69,52.11,7.57,0.32,9.13,13.46,59.77,13.73,23.17,8.91,59.42,7.71,7.93,11.03,1
E09000019,32,5.26,0.96,1.58,23.7,69.85,6.45,118.31,47.08,9.47,2.95,5.8,7.14,11.86,75.35,10.78,68.01,3.96,6.57,2.03,13.72,9.41,12.88,17.13,44.12,27.66,12.38,54.41,175797,1.05,54.21,1,1.05,8.11,23.72,31.81,16.62,48.7,10.13,20.96,7.56,4.85,50.67,1
E09000020,35,5.38,0.71,0.95,19.19,75.6,5.22,131.02,45.49,13.57,1.89,4.68,6.5,6.97,78.61,7.51,75.18,3.74,10.27,2.02,23.01,8.27,7.21,18.36,48.59,32.93,12.21,49.27,158919,1.16,61.96,1,2.23,8.41,15.25,43.34,26.63,25.75,10.75,19.67,10.2,10.08,42.81,1
E09000021,35,6.44,0.72,1.22,28.41,63.45,8.14,39.54,55.4,9.7,4.14,2.47,9.16,1.57,84.46,6.25,73.92,5.98,4.34,2.3,13.34,9.01,7.86,34.53,32.14,46.43,9.03,37.7,147273,0.8,64.58,3.63,0.68,3.92,18,71.01,15.67,11.05,11.88,52.74,11.1,10.21,8.53,1
E09000022,31,4.73,0.94,1.3,26.3,67.06,6.63,99.24,53.04,8.63,3.2,6.06,5.83,25.76,62.39,8.19,71.57,3.54,5.63,1.93,12.57,9.47,13.83,18.03,37.93,28.28,11.06,55.81,266169,0.86,58.82,1.27,0.45,5.39,21.7,36.77,19.76,40.91,12.71,29.74,7.41,8.73,36.22,1
E09000023,33,5.24,0.96,1.7,30.37,61.05,8.57,70.83,52.12,7.76,3.43,5.62,5.17,23.4,65.92,8.47,69.18,4.37,3.76,1.89,10.65,9.98,14.54,24.18,34.83,35.93,11.86,46.01,248922,1.09,61.25,1.69,0.28,4.62,20.4,49.33,12.88,35,14.29,46.38,10.28,12.92,12.02,1
E09000024,34,5.78,0.88,1.4,28.6,62.55,8.85,49.96,56.67,9.16,2.59,3.26,12.4,7.78,74.97,7.06,72.69,4.4,4.53,1.91,13.32,8.74,9.33,32.37,32.14,44.83,9.03,39.3,187908,0.76,63.33,4.65,0.47,5.8,16.55,68.47,15.38,14.14,8.77,49.22,9.09,12.19,15.62,1
E09000025,29,4.83,1.44,2.2,37.51,54.44,8.05,67.33,42.73,4.96,4.27,6.72,33.48,21.59,39.42,10.14,67.95,4.13,2.67,2.32,9.31,5.57,15.68,26.04,34.03,40.96,11.17,41.37,243891,0.65,46.84,6.93,0.2,24.31,9.01,43.11,17.64,36.07,12.16,46.39,9.1,10.49,18.23,1
E09000026,35,6.84,1.19,1.97,33.24,55.54,11.22,42.3,50.13,9.56,2.81,3.64,25.81,7.59,63.52,8.39,69.76,5.4,3.31,2,12.41,6.33,10.39,36.97,29.1,51.16,8.8,32.29,238635,0.44,50.73,7.82,6.2,11.94,9.62,74.91,12.78,10.08,10.69,53.53,8.85,13.09,9.45,1
E09000027,37,6.7,0.65,1.11,26.5,66.52,6.98,30.02,55.58,12.44,2.34,2.6,4.62,0.94,90.98,5.9,76.33,5.18,6.5,1.9,17.06,9.1,6.97,33.61,35.51,46.73,10.11,36.41,172335,0.66,65.83,1.46,0.91,2.26,19.54,68.89,16.78,11.66,9.71,46.03,10.18,14.41,12.96,1
E09000028,32,4.78,1.09,1.69,28.14,64.24,7.62,84.86,48.56,7.5,3.64,6.16,5.9,25.9,63.02,8.65,70.3,3.95,4.58,1.98,12.38,9.64,13.92,19.88,37.34,31.65,12.6,49.79,244866,1.07,61.58,1.09,0.41,6.85,18.51,30.99,13.35,52.81,10.67,27.28,6.97,5.86,44.48,1
E09000029,36,6.59,0.82,1.55,29.98,60.92,9.11,41,58.1,9.75,2.29,2.56,5.4,2.56,89.2,7.08,71.53,5.84,3.21,1.69,12.82,8.94,9.16,35.35,33.08,49.15,10.41,32.7,179768,0.4,70.46,2.07,0.35,2.28,16.67,73.92,9.31,15.3,8.32,58.16,10.93,11.11,7.45,1
E09000030,29,4.86,1.32,2.38,27.85,65.86,6.28,99.2,43.06,6.03,3.4,6.59,38.44,6.5,51.4,10.32,67.89,3.41,5.39,2.23,13.45,8.45,10.46,22.68,38.93,36.37,9.77,47.75,196106,0.99,38.64,0.79,0.93,36.4,14.19,28.51,16.43,51.7,6.22,27.17,6.11,3.6,52.45,1
E09000031,33,5.59,1.11,1.92,31.28,59.41,9.31,56.25,51.57,7.36,3.21,4.92,15.42,15.42,64.49,8.97,68.6,4.82,3.12,2.03,10.1,8.44,13.37,28.54,33.11,41.13,10.54,41.49,218341,0.44,56.8,1.83,0.66,15.07,15.36,58.42,15.55,23.62,11.18,51.35,11.25,11.11,10.97,1
E09000032,31,4.61,0.77,1.24,22.35,71.22,6.43,75.99,57.58,9.22,2.66,3.85,7.79,9.63,77.95,7.16,74.58,3.4,7.36,1.47,15.66,10.02,9.22,22.11,36.56,32.06,8.96,53.52,260380,0.71,61.81,2.28,0.65,5.2,19.99,51.61,23.29,22.76,11.47,38.24,10.54,11.07,22.61,1
E09000033,34,4.93,0.82,1.2,16.89,77.74,5.38,84.41,48.14,11.08,2.33,4.44,11.13,7.44,73.21,8.57,72.4,3.39,9.14,1.91,20.27,7.73,7.55,18.53,49.26,31.88,11.21,51.49,181286,1.32,55.05,1.93,4.27,11.77,16.16,34.66,32.02,28.71,9.85,12.14,4.66,1.94,66.66,1
W06000001,42,6.48,1.37,2.95,28.64,60.77,10.59,0.94,44.5,8.82,1.49,4.7,0.29,0.07,99.28,10.53,67.37,6.64,3.02,1.43,12.84,6.98,10.57,37.34,29.23,53.79,10.63,25.78,66829,0.13,79.38,0.04,0.03,0.13,13.55,67.84,11.55,16.95,2.07,67.08,11.55,14.99,0.42,59.85
W06000002,40,5.79,1.13,2.7,27.55,62.39,10.06,0.46,42.44,11.5,2.46,4.13,0.53,0.1,98.81,9.54,69.25,6.79,3.64,2.11,12.93,7.67,9.83,34.28,32.29,49.63,9.8,30.63,116843,0.22,74.54,0.1,0.04,0.29,16.53,66.43,11.84,18.28,4.07,65.24,13.28,14.16,0.45,68.69
W06000003,43,6.91,1.36,2.97,25.96,65.74,8.3,0.97,44.57,10.69,2.04,3.69,0.49,0.08,98.94,11.56,65.19,6.54,3.44,2.06,13.36,7.17,8.85,33.45,32.75,52.64,11.36,24.81,109596,0.19,77.72,0.09,0.08,0.25,14,72.55,12.51,11.76,4.2,64.98,12.03,14.52,0.59,29.2
W06000004,41,7.07,1.43,2.97,28.18,62.44,9.39,1.11,47.28,9.76,1.92,3.42,0.48,0.12,98.85,11.54,66,5.94,3.55,1.91,13.9,7.69,9.62,34.72,32.25,51.61,11.53,26.1,93065,0.2,77.81,0.13,0.07,0.26,13.38,71.79,12.07,13.07,3.1,69.29,11.64,11.84,0.5,26.14
W06000005,38,7.2,1.32,2.56,31.25,57.11,11.64,3.4,55.73,6.83,2.02,3.01,0.32,0.07,99.2,9.77,69.64,6.12,2.54,1.42,11.58,8.3,9.68,42.2,26.54,54.87,10.35,26.55,148594,0.12,79.21,0.06,0.06,0.13,12.92,75.16,6.42,16.39,2.78,77.03,7.57,8.25,0.33,14.1
W06000006,38,7.5,1.44,2.64,30.04,58.44,11.52,2.55,52.21,6.93,2.42,3.28,0.49,0.1,98.91,11.25,66.98,6.15,2.52,1.56,11.48,8.82,9.72,39.39,28.61,51.99,10.41,28.37,128476,0.13,77.3,0.13,0.04,0.27,14.5,65.22,6.93,26.06,5.03,73.53,8.89,8.73,0.31,14.43
W06000008,40,6.61,1.17,2.64,24.93,66.42,8.66,0.42,36.08,14.07,3.87,2.87,0.53,0.15,98.62,10.14,66.96,6.86,5.16,2.72,15.76,7.87,8.27,33.99,30.24,47.71,9.34,33.9,74941,0.36,70.76,0.08,0.08,0.33,19.73,69.78,15.67,11.96,2.87,62.28,12.23,19.97,0.38,51.81
W06000009,42,7.39,1.46,3.05,29.78,61.44,8.79,0.71,41.65,12.55,1.67,3.88,0.4,0.08,99.1,11.21,65.64,6.98,4.51,1.98,15.26,6.67,10.26,37.93,28.46,55.51,10.69,24.08,114131,0.2,75.62,0.1,0.05,0.15,15.99,69.23,11.11,17.39,2.95,64.79,11.95,17.34,0.31,21.49
W06000010,41,7.44,1.58,3.62,29.01,60.54,10.45,0.73,43.43,10.02,1.78,3.37,0.42,0.08,99.06,13.94,62.41,5.8,3.92,1.69,14.3,6.25,10.28,37.34,29.96,53.85,10.46,25.09,172842,0.15,74.58,0.12,0.05,0.18,16.45,72.25,7.92,17.11,2.34,69.16,9.59,15.71,0.35,50.06
W06000011,39,7.77,1.57,3.36,28.74,60.78,10.48,5.88,46.27,5.76,2.97,3.61,1.27,0.13,97.85,13.37,64.59,6.39,2.3,2.05,10.64,6.51,11,34.83,30.77,50.06,10.7,29.69,223301,0.24,70.96,0.13,0.08,0.97,19.83,69.27,8.44,19.33,7.42,73.42,8.7,7.1,0.61,13.21
W06000012,40,7.9,1.96,4.21,29.94,58.48,11.58,3.05,45.9,4.73,1.66,3.92,0.52,0.11,98.92,16.36,59.69,6.08,1.79,1.29,10.38,6.23,11.64,37.35,30.27,52.91,11.09,25.55,134468,0.1,72.09,0.08,0.03,0.25,19.03,71.05,5.86,20.18,4.26,73.58,10.57,7.56,0.45,17.79
W06000013,39,7.44,1.71,3.43,31.67,57.91,10.42,5.13,49.82,5.75,1.93,3.46,0.62,0.08,98.63,13.62,63.52,5.78,2.17,1.49,11.26,7.3,10.48,40.02,27.15,54.72,10.86,25.3,128645,0.2,70.21,0.18,0.03,0.23,21.29,76.85,6.23,14.37,4.32,75.36,9.68,7.31,0.69,10.58
W06000014,39,7.73,1.29,2.59,32.6,58.06,9.34,3.6,52.13,7.92,2.36,3.3,0.8,0.23,97.84,10.41,68.27,6.68,2.92,1.7,12.57,7.42,10.66,39.93,26.64,55.34,10.8,25.34,119292,0.19,73.01,0.18,0.09,0.4,18.65,77.54,7.89,12.9,3.37,70.49,10.44,10.7,0.91,11.06
W06000015,34,6.65,1.16,2.4,30.56,60.65,8.79,21.75,49.29,6.26,4.1,3.09,4.56,1.28,91.57,10.21,69.03,6.33,2.96,2.28,10.58,7.92,11.79,32.39,30.18,44.59,10.02,37.68,305353,0.33,66.93,0.78,0.31,3.69,18.81,69.38,11.06,16.83,10.13,66.08,10.29,5.21,4.79,10.85
W06000016,38,7.05,1.68,3.77,32.36,55.9,11.74,5.47,46.55,4.94,2.15,3.57,0.63,0.09,98.85,15.68,61.04,5.88,1.91,1.38,9.86,7.99,11.5,38.11,27.39,51.56,10.47,28.4,231946,0.11,64.93,0.12,0.03,0.25,25.29,74.94,7.38,14.66,5.15,72.87,11.43,7.67,1.1,12.28
W06000018,37,7.06,1.69,3.55,33.37,55.1,11.53,6.11,49.44,4.74,1.63,3.59,0.43,0.07,99.09,15.01,61.58,5.7,2,1.22,9.87,8.31,11.72,40.17,26.53,53.52,10.29,27.28,169519,0.09,65.84,0.09,0.03,0.13,24.16,72.36,4.89,21.28,4.69,71.99,11.6,8.69,0.69,10.91
W06000019,38,6.78,1.96,3.75,31.93,56.41,11.66,6.44,45.94,3.73,1.37,4.68,0.44,0.08,99.17,16.48,59.28,5.91,1.58,1.01,8.03,7.14,12.93,36.84,30.12,51.02,11.36,27.16,70064,0.12,64.19,0.07,0.02,0.22,25.08,62.43,6.8,28.78,3.46,72.53,14.47,6.89,0.15,9.06
W06000020,39,7.76,1.64,3.24,32.15,57.38,10.47,7.24,50.65,4.93,1.81,3.42,0.42,0.09,99.06,13.92,62.16,6.04,2.05,1.28,9.69,8.41,10.78,38.89,27.46,53.85,11.34,25.18,90949,0.11,70.83,0.08,0.02,0.17,20.39,67.61,3.71,26.15,4.21,75.37,10.37,6.68,0.2,10.71
W06000021,41,7.8,1.16,2.36,29.92,61.05,9.03,1,50.8,10.49,1.9,2.63,0.52,0.09,98.86,9.53,68.64,7.08,3.88,1.77,15.04,6.83,7.94,42.47,27.05,58.27,9.89,22.93,84885,0.17,74.76,0.16,0.05,0.15,16.69,75.94,7.54,14.67,2,69.67,10.9,14.25,0.28,9.02
W06000022,37,6.91,1.44,2.86,32.94,57.77,9.29,7.19,51.26,5.5,2.35,3.94,2.83,0.54,95.18,11.99,65.4,6.17,2.3,1.57,11.05,7.74,12.34,36.88,28.43,51.86,11.48,27.71,137011,0.18,71.88,0.17,0.06,2.55,16.76,69.98,5.4,21.5,9.05,74.47,7.5,5.46,0.6,9.57
W06000023,42,7.42,1.28,2.47,27.52,63.22,9.26,0.24,45.23,16.81,1.58,2.66,0.38,0.08,99.14,10.1,66.76,6.36,4.84,1.94,18.18,7.53,8.14,37.88,30.14,55.11,9.98,25.13,126354,0.28,74.76,0.15,0.07,0.12,16.54,68.97,12.49,15.3,1.23,60.44,13.81,21.4,0.19,20.83
W06000024,38,6.76,1.96,3.86,33.51,54.8,11.69,5.03,44.37,4.27,1.65,4.04,0.64,0.07,98.99,18.1,58.63,5.29,1.88,1.19,9.78,6.43,13.6,36.76,28.88,50.87,11.06,28.18,55981,0.11,69.81,0.17,0.03,0.25,21,66.91,6.23,22.78,8.23,71.97,10.8,6.56,0.47,10.04
