lad,agemed_all,care_1to19hoursWeek,care_20to49hoursWeek,care_40PlushoursWeek,children_Kids,children_NoKids,children_NonDepKids,density_all,economic_employee,economic_self-employed,economic_student,economic_unemployed,ethnicity_asian,ethnicity_black,ethnicity_white,health_bad,health_good,hoursworked_Female1-15,hoursworked_Female49plus,hoursworked_Male1-15,hoursworked_Male49plus,household_Cohabiting,household_LoneParent,household_Married,household_OnePerson,marital_Married,marital_Seperated,marital_Single,population_all,religion_Buddhist,religion_Christian,religion_Hindu,religion_Jewish,religion_Muslim,religion_Noreligion,tenure_owned,tenure_rented_private,tenure_rented_social,travel_bus,travel_car_van,travel_foot,travel_home,travel_train_metro,welsh_SpeaksWelsh
E07000037,43,7.8,1.3,2.24,28.35,61.51,10.13,1.69,54.45,11.1,2.69,3.82,0.78,0.2,97.87,5.19,81.6,7.03,2.99,2.85,10.42,11.23,9.85,36.42,29.17,49.38,12.35,30.85,90892,0.33,64.1,0.08,0.04,0.2,27.57,72.05,13.43,12.7,2.68,68.1,13.71,6.56,5.98,1
E07000038,45,8.46,1.76,3.04,26.03,62.83,11.14,3.59,52.75,9.28,2.25,3.67,0.8,0.24,98.04,6.9,77.22,7.06,2.5,2.66,10.16,10.04,8.68,37.74,28.23,53.53,11.42,26.76,99023,0.12,67.43,0.09,0.05,0.27,24.71,70.89,7.39,20.39,5.78,78.68,6.5,5.18,1.69,1
E07000039,40,7.32,1.43,2.33,30.86,59.56,9.58,2.8,57.62,9.2,2.63,3.06,2.51,0.45,95.68,4.9,82.05,6.6,2.83,2.35,12.13,12.09,8.95,40.15,25.8,52.89,11.9,28.66,94611,0.17,63.97,0.28,0.05,0.35,26.78,75.44,13.05,9.94,2.78,80.61,6.79,5.44,0.9,1
E07000040,49,8.11,1.33,2.52,22.61,69.42,7.97,1.63,48.53,14.06,2.27,2.45,0.7,0.11,98.41,5.12,79.81,8.29,3.29,3.47,11.8,7.81,7.36,33.52,30.93,54.56,11.84,23.72,132457,0.26,65.63,0.04,0.11,0.17,25.13,74.97,13.61,9.34,2.64,67.27,13.12,9.74,2.62,1
E07000041,35,6.15,1.1,2.08,24.68,67.51,7.81,25.04,51.78,7.56,5.58,3.06,3.9,0.57,93.05,4.77,83.28,7.95,2.49,4.06,7.84,10.69,9.39,28.23,33.62,38.43,11.47,43.71,117773,0.58,53.91,0.32,0.13,1.58,34.7,59.79,20.99,17.03,9.21,52.86,22.87,4.59,2.08,1
E07000042,44,7.46,1.19,2.22,27.57,63.4,9.02,0.85,51.84,15.33,2.13,2.71,0.55,0.12,98.64,4.55,82.08,7.71,3.45,2.86,12.59,10.18,7.93,37.69,27.46,53.95,12.09,26.41,77750,0.29,62.09,0.12,0.06,0.14,28.45,69.07,15.54,12.62,2.92,69.29,12.44,10.6,1.06,1
E07000043,45,7.08,1.35,2.61,26.07,65.04,8.89,0.86,49.7,14.56,2.5,3.04,0.89,0.17,97.94,5.61,80.23,7.51,3.5,3.27,11.37,9.64,8.88,34.27,29.61,51.68,12.26,27.76,93667,0.3,61.31,0.11,0.06,0.3,28.81,68.46,18.35,10.79,3.41,61.88,18.74,9.78,0.54,1
E07000044,48,8.54,1.39,2.37,23.96,67.84,8.2,0.94,46.45,17.45,2.44,2.35,0.55,0.15,98.37,4.9,81.78,8.66,3.66,3.44,12.53,8.54,7.62,36.22,30.5,54.34,12.47,24.78,83140,0.56,61.56,0.07,0.13,0.24,27.75,71.73,14.27,11.38,2.25,66.63,13.69,11.75,1.63,1
E07000045,47,7.95,1.42,2.72,25.12,66.16,8.72,1.84,50.61,13.22,2.53,2.77,0.72,0.09,98.34,5.49,79.83,7.82,3.27,3.35,10.52,9.49,8.35,34.79,30.04,52,13.08,26.14,124220,0.33,62.22,0.06,0.08,0.19,28.13,73.47,15.48,8.91,2.72,71.54,11.48,8.29,2.37,1
E07000046,47,7.58,1.55,2.79,24.15,67.21,8.64,0.65,45.58,16.11,1.89,3.41,0.42,0.08,98.72,6.21,78.37,8.24,3.45,2.98,12.39,9.17,7.81,35.39,30.02,53.53,12.32,25.73,63839,0.24,62.83,0.05,0.06,0.14,27.47,71.46,16.96,9.02,2.92,67.22,14.32,11.88,0.41,1
E07000047,47,8.01,1.32,2.61,24.79,66.5,8.71,0.46,46.3,16.55,2.24,3.07,0.56,0.11,98.46,5.14,80.58,8.47,4.6,3.59,13.4,9.11,7.26,37.69,28.22,54.69,11.65,25.34,53553,0.28,63.64,0.06,0.09,0.17,26.62,73.18,15,9.5,2.24,66.79,14.22,12.75,0.81,1
E07000061,43,6.72,1.27,2.59,24.5,67.98,7.52,22.51,49.8,10.28,3.85,4.08,2.81,0.79,94.06,6.19,78.47,7.05,2.96,3.66,8.91,9.53,9.97,26.72,36.21,43.18,14.44,33.33,99412,0.48,59.58,0.43,0.21,1.47,29.17,61.73,23.31,13.23,5.55,63.39,14.86,5.04,6.22,1
E07000062,41,6.32,1.46,2.67,26.43,65.89,7.68,30.36,48.25,11.19,2.85,5.48,2.36,1.18,93.77,7.44,76.74,6.52,2.78,3.13,8.83,11.09,11.68,25.73,38.34,39.57,16.55,36.52,90254,0.53,51.89,0.47,0.16,1.28,36.64,55.17,28.82,14.55,5.72,62.17,15.86,5.85,6.35,1
E07000063,45,8.2,1.23,2.36,26.41,64.37,9.22,3.34,49.69,13.87,2.66,3.35,1.44,0.43,96.57,5.38,80.36,7.93,3.18,3.5,10.34,9.52,9.33,33.18,30.21,50.11,12.76,28.72,97502,0.5,57,0.26,0.33,0.57,32.45,72.66,14.48,10.93,7.87,61.43,11.04,8,8.15,1
E07000064,50,8.04,1.38,3.02,22.06,70.02,7.92,1.78,43.24,14.83,2.13,3.21,1.22,0.34,97.09,6.34,77.15,8,3.5,3.56,11.99,7.95,7.97,31.13,33.98,51.6,12.87,24.74,90588,0.32,64.81,0.19,0.19,0.51,25.24,73.54,14.05,10.38,1.49,67.73,10.79,9.56,7.42,1
E07000065,46,7.97,1.15,2.08,27.02,63.64,9.34,1.79,49.23,15.75,2.59,2.52,1.15,0.23,97.49,4.45,82.51,8.76,3.52,3.31,12.8,8.39,8.04,38.14,27.57,55.3,11.61,24.92,148915,0.3,64.01,0.15,0.16,0.38,26.29,78.75,11.13,7.67,1.98,70.46,8.1,9.77,7.22,1
E07000066,39,6.18,1.38,2.55,30.94,58.18,10.88,15.86,54.49,9.63,2.43,4.65,2.73,2.68,92.65,5.53,81.2,7.24,2.63,2.55,11.09,10.13,11.56,34.96,29.53,48.05,12.57,32.1,174497,0.3,60.26,0.71,0.24,0.93,30.33,65.94,10.24,21.96,3.38,63.13,8.77,3.61,17.25,1
E07000067,41,6.8,1.16,2.13,30.64,59.52,9.84,2.4,55.85,11.63,2.52,3.76,1.36,0.62,96.6,4.36,83.2,7.56,3.1,2.63,12.28,10.76,9.78,38.68,27.09,51.75,12.42,28.85,147084,0.24,61.27,0.3,0.14,0.47,29.99,68.59,13.24,16.47,2.23,70.27,9.78,5.95,8.77,1
E07000068,43,7.53,1.11,1.95,29.39,59.68,10.92,4.81,54.42,12.21,2.26,3.15,3.19,1.22,93.57,4.01,84.35,7.48,3.98,2.78,13.48,9,8.67,37.96,28.89,52.18,10.68,29.61,73601,0.41,68.62,1.05,0.37,0.88,21.14,75.14,11.26,11.7,1.81,56.42,7.8,6.18,25.01,1
E07000069,45,6.93,1.46,2.85,27.27,59.85,12.88,19.53,51.13,11.11,2.43,3.54,1.15,0.75,96.89,5.66,79.61,7.89,2.47,2.67,11.64,8.94,9.31,38.3,26.14,53.2,11.03,27.37,88011,0.24,64.05,0.31,0.21,0.43,27.23,82.6,10.89,5.35,3.53,68.38,6.15,4.1,14.28,1
E07000070,40,7.11,1.02,1.82,29.3,60.28,10.43,4.97,57.06,10.33,3.04,3.41,2.95,1.22,93.86,3.65,84.91,7.72,3.24,2.9,11.87,10.16,8.82,38.8,27.47,51.61,11,31.11,168310,0.33,61.94,0.72,0.2,1.2,28.16,73.17,11.98,13.09,3.92,62.33,10.33,5.45,13.58,1
E07000071,38,6.43,1.18,1.97,29.13,61.96,8.92,5.26,53.72,9.45,4.45,3.47,3.67,1.49,92.05,4.25,83.66,7.89,3.09,3.42,11.89,10.41,9.94,35.21,29.1,47.13,12.07,34.62,173074,0.57,57.71,0.74,0.15,1.6,31.41,66.32,18.69,13.5,5.75,62.79,12.56,5.24,7.99,1
E07000072,42,7.12,1.15,2.01,29.46,59.1,11.45,3.68,51.58,14.56,2.33,3.6,4.75,1.93,90.54,4.6,83.02,7.32,3.62,2.83,12.75,9.4,9.98,36.36,29.4,50.07,10.94,31.28,124659,0.33,61.81,1.4,3.19,1.91,22.51,72.25,11.04,15.01,2.08,58.77,5.96,5.96,23.58,1
E07000073,37,6.13,1.41,2.29,31.71,57.9,10.39,26.83,57.79,8.7,3.06,5.19,4.56,3.77,89.08,5.36,80.97,6.4,2.23,2.73,8.86,10.81,13.11,31.87,30.62,44.96,13.68,34.04,81944,0.41,55.36,0.77,0.29,2.13,33.91,56.12,10.85,31.22,5.37,69.16,10.64,2.79,7.25,1
E07000074,45,7.9,1.36,2.36,27.5,62.21,10.3,1.72,51.55,13.45,2.12,3.04,0.79,0.24,98.05,4.75,81.83,8.41,2.99,3,13.4,9.55,7.42,40.62,26.82,55.52,11.75,25.11,61629,0.25,64.98,0.1,0.16,0.28,26.55,78.44,9.66,10.4,1.56,71.65,8.1,7.36,7.94,1
E07000075,44,7.81,1.24,2.26,29.2,58.63,12.16,4.91,54.17,11.2,2.42,3.04,1.06,0.52,97.18,4.32,82.68,8.27,2.68,2.64,11.86,9.31,7.84,41.64,24.17,55.68,10.8,25.98,83287,0.2,63.38,0.27,0.31,0.36,27.89,82.89,8.47,7.59,3.28,66.9,5.77,5.06,16.09,1
E07000076,48,7.3,1.72,3.54,23.5,67.37,9.13,4.09,44.82,10.09,2.15,4.67,0.92,0.31,97.55,7.61,74.24,7.96,2.83,3.21,10.87,8.02,9.75,30.66,33.08,50.33,13,26.18,138048,0.23,63.9,0.16,0.14,0.29,27.15,73.67,16.2,8.44,2.32,70.41,11.15,5.55,5.33,1
E07000077,42,7.33,0.99,1.67,32.27,58.03,9.7,1.24,54.64,14.74,2.35,2.67,1.41,0.52,96.62,3.27,85.88,8.37,3.73,3.14,14.43,10.25,7.38,43.28,23.54,56.05,10.87,26.64,79443,0.48,64.4,0.24,0.29,0.54,26.2,71.61,13.12,12.65,1.45,68.52,9.16,8.99,9.29,1
E07000078,38,6.48,0.96,1.66,24.19,68.77,7.05,24.83,55.29,9.57,4.7,3.34,3.18,0.62,94.26,3.99,84.23,6.87,3.23,3.29,8.71,11.03,7.93,29.77,34.82,42.88,11.6,38.79,115732,0.44,58.72,0.81,0.14,0.94,30.75,64.56,21.45,12.23,5.67,60.4,18.39,5.94,1.65,1
E07000079,46,7.73,0.99,1.83,24.56,67.3,8.14,0.71,51,16.09,2.35,2.48,0.96,0.28,97.82,3.81,83.86,8.84,4.1,3.19,13.44,8.75,6.52,37.81,30.24,55.15,11.18,25.65,82881,0.26,68.68,0.14,0.15,0.2,22.9,65.69,15.23,14.87,1.24,67.9,13.81,11.27,2.05,1
E07000080,45,7.68,1.46,2.65,26.47,63.32,10.21,1.56,50.32,12.38,2.61,3.45,0.58,0.24,98.46,5.44,80.06,8.04,2.98,2.92,11.31,10.05,8.02,38.47,27,53.42,11.32,27.38,81961,0.24,65.78,0.07,0.06,0.11,25.19,74.26,11.22,12.4,2.32,76.97,9.09,7.64,0.99,1
E07000081,38,6.51,1.21,2.25,30.81,60.02,9.17,30.02,59.3,7.02,3.33,4.26,4.8,2.86,89.13,4.89,82.02,6.17,2.09,2.8,7.98,11.79,10.17,34.19,29.18,46.84,12.74,34.05,121688,0.26,62.36,0.6,0.04,3.19,26.17,67.23,17.38,13.33,7.46,70.36,11.36,3.27,0.78,1
E07000082,44,8.29,1.15,1.96,27.55,63.34,9.11,2.45,54.68,13.15,2.54,2.81,0.67,0.23,97.91,4.3,82.9,8.04,3.08,3.18,10.49,10.32,7.66,37.97,28.19,53.31,11.85,27.52,112779,0.32,62,0.11,0.09,0.21,28.35,73.21,12.12,12.76,2.17,75.01,9.01,8.56,1.57,1
E07000083,44,7.46,1.15,2.04,27.07,63.92,9.02,1.98,56.78,10.82,2.39,2.82,1.1,0.31,97.51,4.28,83.25,7.16,2.9,2.74,10.37,10.14,7.6,38.24,28.06,54.56,11.96,26.06,81943,0.21,66.57,0.32,0.06,0.33,24.97,73.58,12.39,11.93,4.56,73.1,8.54,6.99,0.76,1
E07000084,39,6.29,1.01,1.78,31.34,59.84,8.82,2.65,61.31,9.57,2.8,3.24,4,1.14,92.9,3.46,85.79,6.34,3.12,2.51,10.75,10.73,9.11,39.54,26.4,52.72,11.83,29.59,167799,0.52,59.88,1.19,0.1,0.87,29.66,67.71,11.79,17.81,4.24,70.76,9.79,6.26,5.41,1
E07000085,44,7.35,0.96,1.75,29.35,61.24,9.4,2.25,54.52,13.26,2.65,2.55,1.61,0.45,96.56,3.7,85.15,8.18,3.7,2.98,12.67,8.49,7.91,41.53,25.78,56.07,11.12,25.46,115608,0.34,64.65,0.24,0.14,0.36,26.28,73.89,11.67,12.02,1.35,71.91,9.36,8.58,5.51,1
E07000086,41,7.1,1.13,1.92,30.13,60.21,9.66,15.69,59.68,9.7,2.98,3.02,2.99,0.48,94.68,3.92,84.47,7.08,2.86,2.81,10.32,10.44,9,38.95,26.71,52.44,12.04,28.87,125199,0.28,61.89,0.65,0.07,0.78,28.47,73.52,12.34,12.29,2.96,76.17,7.47,4.94,4,1
E07000087,44,7.51,1.07,2.06,28.17,61.69,10.14,15.03,57.6,9.31,3.22,2.61,1.49,0.32,96.75,4.02,83.75,7.29,2.96,2.81,10.69,8.97,8.11,40.42,25.36,55.43,11.48,25.49,111581,0.25,63.77,0.27,0.06,0.48,27.4,80.42,9.97,8.13,1.92,75.59,7.11,5.32,3.82,1
E07000088,40,6.34,1.2,2.36,29.81,61.39,8.8,32.63,57.82,7.49,2.69,4.24,1.3,0.72,96.45,4.88,81.53,6.25,2.64,2.45,10.13,10.48,11.7,33.42,29.82,47.95,14.63,29.97,82622,0.24,58.84,0.23,0.04,0.55,32.82,65.24,16.31,16.41,5.12,64.66,10.17,3.4,1.52,1
E07000089,41,6.52,0.86,1.41,32.84,57.36,9.8,4.23,59.15,11.34,2.6,2.38,2.69,0.56,94.86,2.64,88.1,7.64,3.78,2.71,13.52,9.15,6.71,45.7,22.42,58.37,10.08,25.59,91033,0.51,64.61,0.79,0.11,0.56,25.82,78.14,12.07,7.65,1.17,72.35,7.36,8.21,7.38,1
E07000090,44,6.78,1.34,2.75,27.84,61.87,10.29,21.8,52.65,9.58,2.88,3.99,1.18,0.32,97.08,5.59,80.17,7.19,2.66,2.89,10.17,9.73,10.97,33.57,28.6,49.68,13.08,28.87,120684,0.22,59.22,0.19,0.07,0.47,32.25,68.97,9.91,19.56,4.6,74.73,7.96,4.31,3.03,1
E07000091,47,8.07,1.24,2.44,24.66,66.25,9.09,2.34,52.29,12.02,2.59,2.63,0.94,0.35,97.56,4.88,81.02,8.73,3.08,3.29,11.13,8.1,8.14,35.71,28.9,54.56,11.91,24.51,176462,0.24,65.18,0.12,0.12,0.27,25.71,74.97,12.09,10.98,1.99,74.02,8.15,7.52,2.44,1
E07000092,36,5.48,1.05,1.72,34.48,56.04,9.48,24.03,62.83,7.97,3.22,3.72,10.4,1.99,84.77,3.62,85.61,5.85,2.85,2.43,10.91,11.1,9.71,38.48,25.56,49.67,11.97,33.04,93807,3.3,57.78,3.43,0.07,1.45,26.41,63.53,17.55,16.31,4.06,70.22,10.14,3.89,6.9,1
E07000093,43,7.35,1.09,1.97,29.58,61.09,9.33,1.85,57.54,10.72,2.63,2.52,2.03,0.42,95.92,3.77,84.61,7.53,3.24,2.89,12.19,9.3,8.24,41.39,24.89,55.75,11.68,25.76,116398,0.29,65.68,0.43,0.1,0.58,25.08,70.34,12.87,14.39,2.27,72.41,10.3,6.79,3.43,1
E07000094,42,7.39,0.88,1.66,28.33,63.94,7.73,1.76,51.81,12.19,4.75,2.3,2.26,0.39,95.7,3.43,85.98,9.11,4.12,3.64,13.21,8.89,6.58,39.77,27.39,52.68,10.21,30.01,116595,0.49,63.24,0.39,0.15,0.48,27.28,67.53,14.09,15.46,2.88,64.78,13.52,9.12,5.96,1
E07000095,39,6.25,1.2,2.24,32.85,54.66,12.5,18.2,54.55,11.66,2.73,4.18,2.34,4.23,90.3,4.63,83.04,6.95,2.57,2.45,10.69,10.01,11.77,36.3,26.74,48.96,11.46,32.83,93609,0.3,65.01,0.76,0.34,2.44,23.82,72.92,11.15,14.07,3,67.61,7.01,3.9,14.67,1
E07000096,40,7.28,1.07,1.91,31.13,58.99,9.88,6.82,56.36,11.69,2.8,3.67,4.67,2.06,90.81,4.03,84.39,7.08,3.61,2.96,11.63,10.52,10,36.72,28.82,50.03,11.85,31.43,144847,0.43,58.15,1.32,0.47,2.15,29.52,64.86,11.86,21.76,3.06,68.1,9.94,6.64,9.49,1
E07000098,39,6.77,1.27,1.82,32.82,55.96,11.22,9.89,52.84,13.98,2.79,3.71,7.39,3.93,85.04,4.15,84.42,7.52,3.45,2.83,11.86,7.89,10.81,37.5,28.03,50.34,10.84,31.79,100031,0.59,51.71,3.17,14.29,2.4,19.17,67.62,12.52,17.43,4.68,60.12,7.65,7.27,17.03,1
E07000099,40,7.14,1.09,1.84,30.2,60.6,9.2,3.39,57.84,10.97,2.68,3.44,5.37,1.96,89.49,3.92,84.3,7.18,3.4,2.89,11.2,10.53,8.95,37.44,29,51.38,11.32,30.17,127114,0.49,56.97,0.98,0.21,1.14,30.41,65.65,13.09,19.29,1.72,66.11,9.79,6.8,12.33,1
E07000102,41,7.33,1.07,1.74,32.33,56.76,10.9,9.83,54.65,13.68,2.62,3.18,9.15,1.84,86.23,3.9,84.91,7.35,3.75,2.77,12.29,8.73,9.5,38.98,27.74,52.55,10.41,30.09,87317,0.4,59.93,4.54,1.85,2.23,22.83,72.72,10.56,15.15,2.25,65.2,6.19,6.98,16.48,1
E07000103,35,5.99,1.18,1.75,32.52,58.09,9.39,42.15,58.71,10.4,3.42,4.06,17.91,5.79,71.92,4.14,84.89,5.79,3.3,2.88,9.2,10.1,10.66,33.39,31.06,46.18,10.66,37.54,90301,0.73,54.14,4.82,1.13,9.86,21.41,61.63,20.09,16.32,4.77,57.43,13.87,4.36,15.45,1
E07000105,40,6.52,1.21,2.29,32.25,58.44,9.31,2.03,54.07,11.87,3.05,3.63,3.38,1.17,93.7,4.59,82.67,7.34,3.29,2.95,12.03,11.02,10.19,37.75,25.62,51.91,12.27,28.99,117956,0.68,62.95,1.09,0.1,0.86,26.27,68.4,14.33,14.47,2.62,69.45,10.29,6.94,6.69,1
E07000106,39,6.68,1.2,2.43,26.05,65.89,8.06,4.89,43.99,9.64,7.08,3.05,3.4,1.28,93.04,5.18,81.45,9.04,3.6,4.61,10.83,9.05,9.37,31.48,29.76,43.22,10.69,38.63,151145,0.58,60.29,0.7,0.18,1.22,28.53,66,19.54,12.19,5,63.17,15.79,6.35,5.44,1
E07000107,37,6.09,1.16,2.22,32.39,57.39,10.21,13.38,58.46,9.81,2.79,4.4,5.96,3.67,87.37,4.43,83.41,6.13,2.81,2.34,10.54,11.69,11.36,34.36,29.05,47.3,11.68,34.58,97365,0.39,60.64,1.59,0.09,1.61,27.2,66.91,15.93,14.84,5.17,62.42,7.27,3.6,17.94,1
E07000108,44,7.07,1.41,2.85,26.39,64.06,9.55,3.55,50.74,9.82,2.42,4.46,1.82,0.35,96.68,6.29,78.72,6.94,3.14,3.03,10.76,10.11,9.81,32.93,31.62,48.52,13.71,29.46,111674,0.47,64.06,0.61,0.09,0.47,26.01,66.53,17.09,14.21,3.63,70.51,12.36,5.33,3.81,1
E07000109,39,6.26,1.36,2.51,32.6,56.38,11.02,10.27,53.53,9.5,2.81,5.07,10.42,2.84,82.8,5.13,81.47,6.95,2.8,2.62,11.24,10.08,11.22,34.66,27.53,48.89,11.55,32.36,101720,0.33,60.84,0.93,0.05,1.86,21.49,64.55,16.14,17.33,6.67,66.95,8.11,3.86,11.34,1
E07000110,41,6.75,1.11,2.17,30.62,59.73,9.65,3.94,55.66,11.27,2.56,3.4,3.19,0.89,94.1,4.4,83.16,7.03,3.28,2.84,12.49,10.65,9.73,37.85,25.93,51.44,11.82,29.94,155143,0.58,62.9,0.96,0.11,1.09,26.75,70.45,14.59,12.71,3.77,69.09,11.55,6.03,6.89,1
E07000111,43,7.4,1.04,1.96,29.93,59.48,10.59,3.11,52.81,13.62,2.24,2.84,1.81,0.74,95.77,3.98,84.55,8.14,3.75,2.84,14.08,9.3,8.19,40.37,27,54.67,10.66,27.33,114893,0.32,65.43,0.34,0.17,0.52,25.19,72.74,10.75,13.22,1.56,59.63,7.52,7.98,20.41,1
E07000112,43,6.91,1.54,2.94,26.01,65.46,8.53,3.03,49.45,10.26,2.92,4.59,3.43,0.42,94.67,6.42,78.33,6.91,2.98,3.16,11.27,10.03,9.71,30.49,33.33,47.13,13.95,30.76,107969,0.89,62.33,1.44,0.07,0.74,26.47,64.83,22.2,11.21,4.88,68.51,12.97,5.6,4.14,1
E07000113,40,6.15,1.4,2.95,31.38,58.87,9.75,3.64,52.18,9.84,2.25,4.6,1.1,1.03,96.55,5.74,80.18,7.07,2.96,2.5,12.29,11.77,11.22,35.16,27.22,48.5,13.21,31.3,135835,0.2,62.97,0.27,0.07,0.58,28.78,68.28,15.19,14.29,2,70.53,11.28,5.04,7.05,1
E07000114,43,6.65,1.63,3.27,27.07,64.79,8.14,12.99,46.12,10.12,2.96,5.67,1.87,0.68,95.53,7.5,75.83,6.73,3.11,3.35,9.29,9.88,11.65,27.93,34.69,44.38,15.17,31.37,134186,0.37,61.44,0.48,0.2,0.92,28.6,62.02,23.78,12.66,6.34,66.85,12.48,5.33,4.11,1
E07000115,41,6.84,1.09,2.07,32.83,57.08,10.09,5.03,55.94,11.3,2.7,2.98,2.01,0.35,95.92,3.94,84.25,7.55,3.17,2.79,12.72,10.73,9.47,40.36,24,53.54,11.77,28.11,120805,0.37,63.67,0.45,0.1,0.62,27.31,71.14,10.11,16.12,2.16,67.53,8.59,6.28,12.38,1
E07000116,40,6.54,0.97,1.65,30.09,60.92,8.98,3.47,54.09,13.57,2.49,2.95,2.52,0.55,94.95,3.87,85.02,7.54,3.71,2.87,13.27,10.8,8.25,37.19,29.01,50.25,11.73,31.29,115049,0.39,62.93,0.4,0.2,1.08,26.62,65.71,16.95,15.15,2.33,56.84,14.76,8.48,14.95,1
E07000117,39,6.73,1.58,3,29.23,60.34,10.43,7.86,50.99,7.24,2.57,5.27,11,0.24,87.36,7.72,76.57,5.08,1.99,3.03,6.45,10.43,12.4,30.65,33.3,44.97,13.78,33.43,87059,0.22,63.63,0.2,0.02,9.86,19.73,65,19.35,14.06,8.48,72.42,12.11,3.3,0.71,1
E07000118,41,7.41,1.54,2.55,29.42,60.28,10.3,5.28,55.92,9.13,2.56,3.24,1.6,0.37,96.9,5.53,81.2,5.73,2.91,2.76,9.89,10.77,10.01,37.9,28.33,50.43,12.43,30.2,107155,0.26,75.34,0.18,0.04,1.05,17.19,75.21,10.21,13.01,2.97,77.28,9.15,5.23,2.48,1
E07000119,47,7.8,1.49,2.84,23.41,68.01,8.58,4.57,50.59,10.43,2.7,3.09,1.12,0.22,97.47,6.25,78.42,6.39,2.89,3.05,9.47,7.31,8.94,32.63,35.34,51.08,12.84,26.43,75757,0.26,73.71,0.23,0.43,0.46,18.31,73.45,17.39,7.47,3.99,73.12,10.77,6.18,1.36,1
E07000120,39,6.43,1.51,3.11,30.82,59.52,9.66,11.06,51.29,8.11,3.03,4.61,11.16,0.13,87.67,7.61,77.25,4.68,2.12,2.7,6.73,10.61,12.54,31.23,32.21,45.82,13.78,32.96,80734,0.2,66.39,0.09,0.01,10.33,16.97,67.67,18.16,12.78,6.35,74.88,11.12,3.26,1,1
E07000121,40,6.69,1.31,2.55,26,65.8,8.2,2.4,48.08,8.55,5.23,3.25,2.7,0.45,95.64,5.79,80.51,8.11,2.92,3.87,9.48,10.01,9.74,31.19,32.58,43.5,11.7,37.27,138375,0.39,65.85,0.32,0.09,1.28,24.45,69.18,18.9,9.97,6.02,65.03,15.15,5.39,2.17,1
E07000122,39,7.19,1.58,2.69,29.77,61.01,9.22,5.28,49.99,8.92,2.77,4.67,18.79,0.14,79.86,6.96,78.02,5.21,2.33,3.17,7.56,10.36,10.44,32.49,32.37,48.24,13.11,31.18,89452,0.25,53.71,0.1,0.04,17.42,21.88,68.49,18.1,11.6,5.4,73.07,13.48,3.87,0.81,1
E07000123,35,6.06,1.57,2.46,29.18,61.56,9.26,9.85,50.36,6.66,6.33,4.4,15.5,1.2,80.18,6.06,80.68,6.85,2.18,3.95,7.43,9.49,11.19,29.93,34.46,41.48,11.09,40.94,140202,0.27,61,2.38,0.04,11.25,18.37,60.64,18.01,19.21,11.33,65.67,13.58,3.8,1.48,1
E07000124,44,8.33,1.08,2.04,28.28,61.85,9.87,0.98,53.6,13.28,2.93,2.06,1.28,0.16,97.85,4.01,83.65,6.89,3.73,3.16,12.58,8.54,8.4,39.3,28.9,54.76,11.22,25.91,57132,0.15,78.11,0.17,0.02,0.74,14.53,76.62,13.63,7.64,2.1,75.43,10.63,7.95,1.23,1
E07000125,40,7.15,1.45,2.62,30.01,60.21,9.78,4.92,53.64,9.99,2.46,4.17,5,0.18,93.82,6.52,79.35,5.33,2.96,2.53,9.49,12.01,11.05,33.62,30.93,46.8,13.41,32.45,67982,0.24,63.83,0.14,0.1,3.84,25.15,69.69,14.13,14.61,5.81,78.13,8.14,4.92,0.61,1
E07000126,42,7.49,1.43,2.54,29.43,59.2,11.37,9.65,58.59,8.3,2.91,3.01,1.48,0.25,97.06,5.13,81.81,5.84,2.3,2.57,8.61,10.37,10.46,37.8,27.01,51.54,11.59,29.54,109057,0.19,75.69,0.51,0.04,0.54,16.95,78.82,9.34,10.51,4.9,77.61,7.48,4,1.55,1
E07000127,42,7.45,1.64,3.05,29.29,58.73,11.98,3.19,50.44,9.57,4.33,3.9,0.82,0.16,98.12,6.31,80.32,7.32,2.77,3.23,10.1,8.34,11.52,37.13,26.94,50.22,10.9,31.21,110685,0.13,76.2,0.21,0.06,0.25,17.19,72.99,10.45,14.67,2.85,74.31,9.88,5.38,3.52,1
E07000128,47,7.67,1.75,3.42,24.81,65.04,10.15,3.81,49.21,10.76,3.1,3.17,0.92,0.12,98.24,7.18,76.87,6.52,2.59,3.11,9.98,8.65,9.1,33.9,29.97,52.17,12.17,26.17,107749,0.2,74.57,0.15,0.06,0.28,17.83,77.57,13.53,7.19,4.2,74.95,9.17,5.22,1.29,1
E07000129,42,7.71,1.31,2.21,30.29,59.27,10.44,7.2,58.26,9.86,2.91,2.86,6.09,0.96,90.99,4.16,83.32,6.59,2.49,2.52,9.67,10.33,9.13,39,26.09,53.37,11.07,28.6,93915,0.19,58.13,2.72,0.06,0.78,29.14,80.93,10.02,7.62,5.17,78.37,6.66,4.8,0.85,1
E07000130,39,7.21,1.12,1.98,28.14,61.84,10.03,5.95,51.85,8.35,4.41,3.09,9.72,0.8,87.37,4.18,83.41,7.06,2.65,3.67,9.84,10.07,8.93,36.18,28.05,47.14,10.3,35.92,166100,0.34,55.53,5.02,0.08,2.36,29.21,72.1,14.13,11.8,4.97,72.34,10.77,5.08,1.66,1
