lad,agemed_all,care_1to19hoursWeek,care_20to49hoursWeek,care_40PlushoursWeek,children_Kids,children_NoKids,children_NonDepKids,density_all,economic_employee,economic_self-employed,economic_student,economic_unemployed,ethnicity_asian,ethnicity_black,ethnicity_white,health_bad,health_good,hoursworked_Female1-15,hoursworked_Female49plus,hoursworked_Male1-15,hoursworked_Male49plus,household_Cohabiting,household_LoneParent,household_Married,household_OnePerson,marital_Married,marital_Seperated,marital_Single,population_all,religion_Buddhist,religion_Christian,religion_Hindu,religion_Jewish,religion_Muslim,religion_Noreligion,tenure_owned,tenure_rented_private,tenure_rented_social,travel_bus,travel_car_van,travel_foot,travel_home,travel_train_metro,welsh_SpeaksWelsh
E07000236,38,6.6,1.4,2.56,31.37,58.27,10.36,15.52,58.18,8.14,3.01,4.6,4.78,1.02,92.02,5.41,81.63,6.09,2.29,2.6,8.63,11.47,11.19,36.86,26.73,49.06,12.91,32.09,84214,0.18,63.45,0.24,0.06,3.41,25.78,65.65,11.69,21.17,7.14,76.18,7.96,3.9,1.8,1
E07000237,37,6.47,1.2,2.1,28.73,62.7,8.57,29.68,56.93,7.84,4.58,4.18,4.42,0.48,93.45,4.85,82.36,6.97,2.91,3.24,9.06,11.52,10.23,32.59,31.24,44.71,12.45,36.57,98768,0.31,63.7,0.25,0.03,2.88,25.74,64.4,18.18,15.31,4.54,67.49,15.84,4.25,1.91,1
E07000238,45,7.89,1.21,2.39,27.05,63.06,9.89,1.76,53.44,12.61,2.49,3.13,0.97,0.19,97.87,4.69,81.96,7.63,3.28,2.84,12.29,9.38,8,39.28,26.05,55.57,11.44,25.16,116944,0.2,71.6,0.12,0.07,0.32,20.25,72.72,10.95,14.49,1.58,76.18,9.16,8.07,1.65,1
E07000239,44,7.23,1.39,2.73,26.19,63.53,10.28,5.01,52.59,9.71,2.23,4.2,1.42,0.22,97.24,6,78.81,6.75,2.83,2.79,10.04,10.23,9.89,34.07,29.99,49.97,12.99,29.05,97975,0.2,68.65,0.11,0.04,0.7,23.07,70.63,13.17,14.44,1.87,76.59,9.71,5.66,2.6,1
E07000240,39,6.96,0.98,1.57,33.33,57.63,9.05,8.73,56.55,12.58,2.8,2.72,6.41,1.7,88.42,3.21,86.98,7.48,4.41,2.91,13.64,9.5,7.92,41.34,26.7,54.26,9.39,30.3,140664,0.44,59.71,1.26,1.18,3.67,25.79,72.73,13.58,12.17,2.42,58.26,8.53,7.84,19.84,1
E07000241,36,6.43,1.07,1.88,30.22,60.65,9.13,8.53,50.61,9.32,6.75,3.3,7.87,4.51,84.08,3.95,84.81,7.95,2.99,4.04,10.18,9.54,9.7,33.83,28.74,44.68,10.21,38.69,110535,0.81,57.54,2.51,0.8,2.54,27.87,57.31,13.55,26.92,4.25,63.24,11.17,5.47,11.49,1
E07000242,40,6.8,0.95,1.54,31.42,59.48,9.1,2.89,57.8,12.31,2.4,2.85,1.95,0.71,95.47,3.36,86.23,7.57,3.8,2.69,12.8,10.64,7.89,39.96,27.79,52.47,10.82,30.46,137687,0.32,62.75,0.45,0.33,0.72,27.75,71.88,13.16,12.7,1.86,65.12,9.24,6.93,14.14,1
E07000243,37,6.39,1.25,2.54,32.32,57.29,10.39,32.34,58.67,8.61,3.58,4.8,5.77,3.38,87.66,4.57,82.74,6.02,2.37,2.78,8.62,10.64,12.43,33.93,29.96,46.45,13.16,33.87,83957,0.53,54.44,1.19,0.18,1.97,34.07,58.28,11.4,28.37,5.85,70.05,9.29,3.34,7.24,1
E07000244,46,7.69,1.43,2.78,25.61,65.75,8.64,1.9,50.7,10.54,2.45,3.6,1.25,0.39,97.08,5.47,79.64,8.98,2.67,3.35,11.62,9.55,8.39,34.8,30.06,52.89,12.32,26.1,239552,0.28,61.92,0.24,0.08,0.39,29.08,71.32,14.21,12.65,2.53,70.55,10.44,6.68,1.85,1
E07000245,40,6.24,1.07,2.07,28.57,62.8,8.63,1.65,58.74,9.63,2.47,3.1,1.81,1.29,94.59,4.28,83.24,6.73,3.15,2.72,12.7,10.68,8.89,36.81,27.15,51.26,12.27,29.58,170756,0.29,62.88,0.24,0.12,0.57,28.11,62.94,18.25,15.54,2.25,73.71,12.66,5.26,1.12,1
E07000246,45,7.55,1.28,2.26,25.38,66.45,8.17,1.22,52.75,12.03,2.67,2.8,1.24,0.21,97.57,5.25,80.53,7.14,3.27,3.07,10.65,9.43,8.41,33.8,31.01,50.52,12.76,28.22,144862,0.32,62.9,0.13,0.06,0.31,27.7,66.87,15.57,15.37,2.27,64,16.89,8.03,1.17,1
E08000001,38,6.57,1.63,2.87,31.13,58.66,10.21,19.8,51.03,8.14,3.11,4.94,14,1.68,81.88,6.62,79.24,5.36,2.33,2.93,7.75,10,11.97,32.77,31.87,46.7,12.45,33.59,276786,0.21,62.72,2.16,0.06,11.7,17.19,63.74,13.69,20.47,6.76,72.34,9.75,3.79,3.87,1
E08000002,40,6.75,1.48,2.55,30.49,59.04,10.47,18.6,54.25,9.07,2.69,4.28,7.24,1.02,89.18,5.87,80.39,5.42,2.45,2.54,8.19,10.19,11.66,34.22,31.06,47.55,12.39,32.92,185060,0.24,62.7,0.44,5.57,6.09,18.58,69.64,13.79,14.98,6.55,71.88,8.51,4.37,5.51,1
E08000003,29,4.59,1.5,2.38,28.45,63.62,7.94,43.51,44.52,6.17,7.12,5.71,17.09,8.64,66.61,7.09,80.45,6.26,2.81,4.5,6.47,10.9,14,20.97,35.25,29.71,10.35,54.86,503127,0.77,48.74,1.08,0.52,15.8,25.34,37.76,28.38,31.56,22.33,49.73,14.37,3.41,4.13,1
E08000004,37,6.46,1.62,2.73,33.83,55.47,10.71,15.8,50.44,7.78,2.96,5.42,19.19,1.24,77.51,6.94,78.49,4.89,2.08,2.93,7.19,10.21,13.11,32.87,29.87,46.68,12.46,33.11,224897,0.16,59.66,0.55,0.05,17.73,16.08,64.95,12.2,21.09,10.9,70.59,10.54,3.37,1.33,1
E08000005,38,6.4,1.7,2.88,32.25,57.57,10.18,13.39,49.56,7.93,2.71,5.92,14.94,1.31,81.66,7.56,77.65,4.74,2.16,2.61,7.54,10.6,13.03,31.2,32.19,44.4,13.12,35.15,211699,0.19,60.55,0.3,0.1,13.9,18.9,61.85,13.2,23.13,8.86,72.21,9.52,3.36,2.24,1
E08000006,35,5.65,1.59,2.76,27.74,63.08,9.18,24.07,51.78,6.57,4.66,5.22,4.03,2.8,90.14,7.57,78.39,5.26,2.32,3.17,7.45,11.27,13.48,25.4,36.45,37.38,12.22,43.35,233933,0.44,64.17,0.64,3.29,2.58,22.27,50.34,18.75,28.8,11.23,62.98,13.58,3.57,3.98,1
E08000007,41,7.45,1.38,2.46,29.29,60.03,10.68,22.47,55.04,9.58,2.74,3.9,4.86,0.69,92.07,5.62,81.11,5.96,2.71,2.81,8.54,9.42,11.27,33.95,31.59,48.44,11.68,32.17,283275,0.3,63.21,0.59,0.47,3.33,25.11,73.22,11.36,13.63,8.11,69.76,8.15,5.28,5.25,1
E08000008,39,6.43,1.64,2.9,30.08,58.99,10.93,21.26,53.84,7.45,2.49,4.99,6.64,0.81,90.93,7.29,77.66,4.8,2.06,2.27,7.32,11.49,12.83,30.79,32.69,43.72,13.36,35.3,219324,0.23,63.98,1.47,0.04,4.42,23.56,63.78,13.24,21.52,11.13,68.89,9.84,3.34,3.67,1
E08000009,39,6.91,1.32,2.16,31.48,58.18,10.33,21.37,55.89,9.74,3.12,3.77,7.93,2.89,85.55,5.23,82.62,5.92,3.01,2.99,8.89,9.59,11.04,35.28,29.82,48.82,10.9,33.2,226578,0.34,63.39,1,1.06,5.73,21.17,69.26,12.7,16.39,6.87,68.34,8.02,5.52,6.53,1
E08000010,40,6.66,1.73,3.1,30.25,57.97,11.77,16.89,53.95,7.38,2.65,4.86,1.11,0.53,97.28,7.18,78.09,5.22,2.07,2.48,7.9,11.41,12.09,34.51,29.37,47.58,12.39,32.85,317849,0.22,77.78,0.21,0.02,0.68,15.3,67.87,11.64,18.92,5.76,76.12,9.32,3.11,2.29,1
E08000011,40,6.02,2.2,4.03,31.98,53.68,14.35,16.87,50.15,5.86,3.05,6.52,0.96,0.35,97.23,9.47,75.85,5.15,1.75,2.25,6.38,9.12,17.95,28.83,31.05,40.22,11.38,40.34,145893,0.11,80.88,0.18,0.04,0.3,12.64,61.8,9.75,26.63,11.17,66.64,9.38,2.15,5.95,1
E08000012,35,5.71,1.92,3.21,25.98,62.65,11.37,41.7,45.28,5.79,5.61,6.72,4.16,2.64,88.91,8.77,77.21,6.16,2.36,3.71,6.84,8.42,15.58,22.62,39.21,32.44,11.14,49.71,466415,0.43,71.01,0.52,0.46,3.26,17.73,46.94,23.38,27.84,19.63,54.66,12.82,2.67,5.63,1
E08000013,41,7.15,2.05,3.69,29.07,58.51,12.42,12.85,52.58,6.19,2.56,5.12,1.01,0.14,98.04,8.28,76.78,5.48,2.1,2.38,7.63,9.96,12.9,33.79,29.96,47.36,11.83,32.82,175308,0.18,78.82,0.24,0.03,0.35,14.63,67.28,10.21,20.59,6.29,76,8.36,2.87,3.11,1
E08000014,44,7.5,1.83,3.29,27.32,59.99,12.69,17.88,50.87,8.21,3.14,4.9,0.99,0.29,97.43,7.3,77.86,6.4,2.37,3.03,8.29,8.27,12.54,31.76,32.07,46.2,11.7,33.12,273790,0.18,76.77,0.19,0.18,0.43,15.78,70.5,13.4,14.47,6.99,65.88,10.03,4.04,7.85,1
E08000015,42,7.47,1.8,3.34,28.19,60.34,11.47,20.36,51.21,7.51,2.49,5.17,1.6,0.22,96.99,7.5,78.21,6.08,2.53,2.71,7.9,8.49,13.51,30.45,33.67,44.81,12.85,33.86,319783,0.28,70.41,0.23,0.08,0.57,21.33,67.46,15.84,15.17,7.22,69.04,8.55,4.01,7,1
E08000016,41,6.69,1.76,3.3,29.11,60.44,10.45,7.03,51.44,7.69,2.24,5.13,0.72,0.53,97.87,8.4,75.18,5.61,2.19,2.2,9.42,12.29,11.35,33.88,29.52,47.84,12.93,31.47,231221,0.15,68.46,0.1,0.02,0.41,24.02,64.33,12.76,20.88,6.34,75.69,9.99,3.39,2.14,1
E08000017,40,6.26,1.66,3.11,29.64,59.77,10.59,5.32,51.66,7.33,2.16,5.75,2.52,0.77,95.26,7.25,77.62,5.86,2.16,2.54,9.21,11.68,10.99,33.7,28.54,47.1,13.06,32.18,302402,0.23,65.91,0.29,0.03,1.65,24.36,65.43,14.84,17.71,7.56,72.31,10.03,3.61,2.27,1
E08000018,41,6.76,1.84,3.45,29.8,59.43,10.77,8.98,51.97,7.45,2.34,5.23,4.1,0.82,93.58,7.59,77.14,5.98,2.11,2.42,9.08,11.2,10.75,35.43,28.54,49.79,11.94,30.54,257280,0.16,66.49,0.17,0.02,3.74,22.46,65.2,11.32,21.51,8.62,76.12,8.04,3.28,1.51,1
E08000019,36,6.36,1.4,2.63,27.75,63.63,8.62,15.02,48.13,7.3,5.55,4.78,8.03,3.63,83.69,6.22,80.08,7.03,2.31,3.8,7.41,10.8,10.43,29.94,31.89,41.89,10.22,41.18,552698,0.41,52.52,0.65,0.14,7.74,31.21,58.33,15.55,24.75,14.19,61.02,12.57,3.7,5.08,1
E08000021,33,5.44,1.33,2.44,26.29,64.94,8.77,24.7,44.93,6.17,6.77,5,9.67,1.84,85.49,6.83,79.6,6.83,2.67,4.34,7.61,9.68,11.12,26.69,34.43,36.47,10.45,46.53,280177,0.61,56.44,1.12,0.24,6.27,28.32,49.47,19.05,29.75,18.55,53.39,13.4,3.34,6.6,1
E08000022,41,6.87,1.46,2.73,27.35,62.85,9.79,24.37,56.23,6.52,2.8,4.94,1.9,0.37,96.63,6.8,78.18,5.18,2.41,2.47,7.89,10.12,11.43,32.18,33.91,46.73,12.97,32.31,200801,0.22,63.84,0.26,0.05,0.74,28.09,64.77,12.38,21.55,9.07,63.85,8.3,3.37,10.52,1
E08000023,42,6.31,1.75,3.24,27.52,60.57,11.91,23,51.68,5.46,2.97,6.56,2.24,0.28,95.93,8.25,75.75,5.25,1.98,2.36,9.09,8.75,14.24,29.9,34.93,43.94,13.1,34.24,148127,0.15,70.27,0.17,0.04,1.93,21.09,57.07,10.06,31.57,9.73,62.58,9.39,2.42,10.64,1
E08000024,41,6.47,1.85,3.49,28.07,59.36,12.57,20.04,51.12,5.58,3.35,5.85,2.66,0.46,95.93,8.58,75.47,5.36,1.9,2.61,6.97,9.86,12.74,32.39,31.81,45.24,11.59,35.28,275506,0.2,70.29,0.22,0.03,1.32,21.91,59.76,12.15,27.05,12.65,68.73,9.79,2.53,3.06,1
E08000025,32,5.7,1.64,2.66,33.93,55.88,10.19,40.07,45.76,6.95,4.4,7.12,26.62,8.98,57.93,6.69,79.44,6.22,2.67,3.66,7.23,8.11,14.64,28.43,31.94,41.16,10.72,41.63,1073045,0.45,46.07,2.08,0.21,21.85,19.27,55.17,17.87,24.25,17.26,60.95,10.08,3.4,4.98,1
E08000026,34,6.14,1.49,2.5,31,59.01,9.99,32.13,49.35,6.18,5.37,5.4,16.28,5.6,73.84,6.05,80.69,6.14,2.16,3.68,6.69,8.61,13.57,29.31,31.22,41.91,11.19,40.11,316960,0.34,53.66,3.52,0.07,7.47,23,60.56,20.61,17.04,11.06,67.41,11.58,3.2,2.25,1
E08000027,41,7.4,1.71,3.03,29.74,58.35,11.91,31.95,53.21,7.53,2.53,5.32,6.05,1.49,89.99,6.51,78.21,6.56,2.12,2.48,8.57,10.2,10.59,35.65,28.22,50.31,10.74,31.2,312925,0.21,65.29,0.61,0.02,4.12,22,68.77,9.24,19.8,7.28,75.42,7.93,3.47,3.09,1
E08000028,36,5.77,1.89,3.23,33.78,54.48,11.74,36,50.62,6.02,2.85,7.31,19.24,5.96,69.94,7.7,76.69,5.51,1.83,2.48,7.04,9.66,13.51,31.34,29.58,45.65,11.17,35.26,308063,0.21,55.21,2.21,0.02,8.2,18.74,56.9,12.9,27.52,14.24,67.07,9.01,2.21,4.13,1
E08000029,42,7.78,1.4,2.48,30.17,58.25,11.59,11.59,54.54,9.22,2.84,4.25,6.56,1.57,89.15,5.2,81.71,6.71,2.87,2.83,10.22,7.8,10.83,36.78,29.17,51.7,10.41,30.08,206674,0.21,65.6,1.78,0.17,2.54,21.38,73.86,9.88,14.91,8.12,72.18,6.12,5.32,5.57,1
E08000030,39,6.32,1.8,3.26,32,56.15,11.85,25.91,49.32,7.29,2.67,6.77,15.23,2.36,78.89,7.24,77.3,6.24,2.13,2.54,8.38,10.23,11.96,33.15,28.54,48.29,10.96,32.9,269323,0.19,59.03,1.69,0.02,8.22,20,62.39,11.66,24.08,10.22,72.89,8.93,3.02,1.76,1
E08000031,37,6.19,1.71,2.97,31.29,57.13,11.57,35.93,49.09,6.33,3.64,7.85,18.02,6.94,68.02,7.19,77.14,6.17,2.12,3.03,7.43,8.81,14.03,29.16,32.18,43.79,11.23,37.11,249470,0.41,55.48,3.72,0.04,3.63,19.97,56.58,13.17,28.04,11.49,67.47,10.04,2.73,4.31,1
E08000032,34,5.93,1.48,2.36,34.48,56.27,9.24,14.26,48.75,8.59,3.41,5.8,26.83,1.77,67.44,5.88,80.42,5.68,2.24,3.35,7.38,9.58,11.08,33.88,29.57,48.46,11.8,33,522452,0.19,45.91,0.93,0.06,24.7,20.68,65,18.1,14.81,9.15,67.06,11.26,4.18,5.23,1
E08000033,40,6.95,1.32,2.21,29.33,62.05,8.62,5.6,53.47,9.46,2.61,4.97,8.28,0.44,89.68,5.53,80.68,5.68,2.69,2.76,8.71,11.25,10.54,32.59,32.75,47.02,13.51,32.13,203826,0.29,56.26,0.3,0.08,7.26,28.06,66.55,16.41,15.23,8.51,69.68,10.81,4.96,3.44,1
E08000034,38,6.66,1.4,2.28,30.85,59.84,9.32,10.34,51.05,8.95,3.49,4.71,16.04,1.87,79.13,5.76,80.5,6.24,2.51,3.3,8.81,10.44,10.43,34.63,30.29,48.69,12.03,32.43,422458,0.2,53.44,0.37,0.04,14.51,23.87,67.06,15.53,15.29,7.87,71.85,9.92,4.45,2.9,1
E08000035,35,6.08,1.26,2.19,27.57,63.99,8.44,13.62,51.89,7.54,5.32,4.78,7.75,3.45,85.1,5.41,81.88,6.28,2.85,3.38,8.2,10.59,10.88,29.74,33.29,41.72,11,40.77,751485,0.37,55.86,0.94,0.91,5.43,28.24,58.16,17.92,21.95,14.23,62.72,11.84,4.13,3.44,1
E08000036,41,6.5,1.69,3.05,28.87,60.74,10.39,9.62,54.49,6.93,2.09,4.86,2.61,0.77,95.43,7.68,76.79,5.68,2.25,2.31,8.73,11.52,10.96,34.64,29.66,48.36,13.18,30.92,325837,0.18,66.36,0.26,0.04,1.99,24.4,63.59,11.41,23.59,7.03,73.62,10.09,3.25,2.75,1
E08000037,40,6.29,1.69,3.12,26.99,62.18,10.82,14.07,54.03,5.95,2.67,5.01,1.87,0.54,96.27,7.96,76.48,5.14,2.27,2.33,7.18,10.93,11.89,30.74,32.88,44.72,12.02,35.36,200214,0.21,66.97,0.25,1.5,1.05,23.85,58.23,12.48,27.98,15.35,63.84,9.17,3.12,5.5,1
E09000001,39,6.17,0.69,0.95,9.83,87.32,2.85,25.45,57.16,16.43,2.28,2.96,12.75,2.62,78.63,3.34,87.95,2.59,11.71,2.89,26.56,9.56,3.49,18.56,56.37,34.82,10.33,50.84,7375,1.25,45.34,1.97,2.25,5.55,34.2,42.3,35.87,16.53,5.65,3.31,48.39,9.18,25.28,1
E09000002,32,4.65,1.58,2.49,41.53,47.97,10.5,51.51,47.11,8.95,4.33,7.34,15.92,19.98,58.3,6.09,80.97,5.89,2,3.08,7.48,7.79,19.04,29,27.58,42.07,12.79,38.76,185911,0.45,56,2.4,0.23,13.73,18.88,46.39,17.69,33.67,12.64,41.09,6.32,2.23,34.35,1
E09000003,35,6.03,1.29,1.75,33.48,55.9,10.62,41.09,47.84,15.59,3.51,4.44,18.5,7.7,64.13,4.56,84.45,6.82,3.97,3.43,11.47,6.65,11.59,34.43,27.93,46.99,9.94,37.24,356386,1.27,41.21,6.15,15.18,10.31,16.08,57.65,25.64,14.22,11.93,38.57,6.24,7.38,32.13,1
E09000004,39,6.36,1.32,2.47,33.13,54.5,12.37,38.31,54.19,9.87,3.21,4.37,6.57,8.46,81.88,4.83,82.66,6.52,2.57,2.69,9.31,9.11,12.62,34.87,27.85,47.92,11.04,33.84,231997,0.59,62.11,1.53,0.1,2.43,24.14,72.52,11.4,14.45,8.86,50.34,5.56,3.63,27.7,1
E09000005,32,5.08,1.59,1.88,34.37,53.93,11.69,71.98,46.84,12.84,4.7,5.79,34.06,18.84,36.27,5.34,82.86,5.33,3.45,3.88,8.91,5.9,13.92,27.91,27.76,43.49,9.64,42.13,311215,1.38,41.48,17.82,1.4,18.65,10.62,42.91,30.09,24.11,18.26,29.59,7.26,4.11,36.14,1
E09000006,40,6.88,1.11,2.04,30.37,59.31,10.32,20.6,54.16,11.95,2.47,3.9,5.19,6.04,84.32,4.11,84.22,6.68,3.77,2.73,11.19,8.85,11.04,34.43,31.19,48.51,10.98,33.62,309392,0.51,60.65,1.61,0.31,2.53,25.96,70.9,13.29,14.08,7.5,42.5,6.32,5.81,34.15,1
E09000007,33,5.24,1.11,1.51,22.09,71.71,6.2,101.09,46.41,13.41,3.83,4.46,16.09,8.2,66.29,5.6,83.97,5.53,7.65,3.36,15.4,9.78,9.96,20.16,40.53,30.39,10.56,54.95,220338,1.27,33.96,1.43,4.46,12.09,25.47,32.16,32.23,33.11,14.75,10.73,16.19,8.24,40.74,1
E09000008,35,6.07,1.31,1.89,35.21,54.2,10.59,42,52.74,10.27,3.82,5.52,16.41,20.16,55.09,4.59,83.44,5.69,3.15,3.1,8.59,8.02,15.97,29.98,29.68,43.2,11.62,39.69,363378,0.66,56.42,5.98,0.2,8.12,19.99,58.78,21.01,17.85,14.4,39.09,7.7,4.45,31.16,1
E09000009,33,5.22,1.49,1.79,33.86,55.6,10.54,60.95,49.99,12.32,3.94,5.21,29.68,10.89,48.99,5,83.65,5.1,3.81,3.15,9.85,6.94,12.2,31.09,28.47,44.5,9.77,40.65,338449,1.25,43.75,8.54,0.33,15.72,15.02,51.11,27.55,18.11,14.17,35.32,7.28,4.58,33.71,1
E09000010,34,5.54,1.32,1.98,36.73,51.15,12.12,38.66,47.52,11.22,3.81,5.89,11.17,17.18,61.01,5.45,81.85,6.12,3.15,3.77,8.64,6.84,16.66,32.18,27.82,44.23,11.84,38.17,312466,0.58,53.58,3.5,1.41,16.69,15.53,57.93,22.17,17.57,13.35,44.97,6.53,4.33,27.45,1
E09000011,33,5.14,1.38,2.13,33.63,57.26,9.1,53.77,49.56,9.8,5.2,6.17,11.74,19.11,62.46,5.36,83.09,5.48,3.93,3.36,10.09,9.58,14.49,26.6,32.04,39.26,12.15,43.37,254557,1.66,52.89,3.57,0.19,6.82,25.55,43.27,19.8,34.3,16.17,29.65,6.54,3.97,38.87,1
E09000012,30,4.36,1.26,1.67,28.61,64.28,7.11,129.18,48.06,12.43,3.9,7.05,10.5,23.09,54.66,6.21,82.89,4.83,5.33,3.58,9.89,10.38,14.94,18.74,35.04,27.38,11.63,57.53,246270,1.25,38.63,0.64,6.28,14.1,28.2,23.78,28.96,43.69,26.66,12.06,11.85,5.47,27.07,1
E09000013,32,4.35,1.02,1.39,22.91,70.53,6.56,111.25,53.44,12.27,3.47,4.85,9.12,11.78,68.07,4.87,85.71,4.31,7.89,2.8,15.4,9.22,11.07,20.98,37.41,30.09,10.34,55.89,182493,1.13,54.14,1.15,0.64,10,23.83,34,31.71,31.19,13.85,12.76,12.83,6.12,43.63,1
E09000014,32,4.63,1.14,1.64,31.37,60.26,8.37,86.16,47.69,13.89,3.92,6.08,9.47,18.76,60.54,5.66,83.18,5.25,4.41,3.51,9.5,9.9,15.05,23.63,31.9,33.89,12.18,50.05,254926,1.11,44.98,1.78,3,14.17,25.18,38.84,31.48,26.72,17.49,19.62,6.36,5.56,43.88,1
E09000015,36,6.65,1.65,2,36.38,50.07,13.54,47.37,49.74,12.66,3.67,4.49,42.59,8.24,42.25,4.57,83.58,6.24,3.13,3.28,9.66,4.69,11.03,39.56,22.56,53.83,7.73,32.26,239056,1.13,37.31,25.27,4.41,12.5,9.57,65.27,21.74,10.59,9.02,44.68,6.57,5.31,32.23,1
E09000016,40,6.78,1.38,2.46,30.08,56.8,13.12,21.11,53.45,10.51,2.67,4.46,4.87,4.84,87.66,5.16,81.57,6.95,2.48,2.59,9.99,8.67,11.77,35.12,29.03,48.63,10.47,32.95,237232,0.32,65.59,1.25,0.49,2.04,22.57,73.76,10.63,14.2,7.72,51.41,6.27,3.58,27.57,1
E09000017,35,6.05,1.39,2.02,35.81,52.36,11.83,23.68,52.29,9.33,4.83,4.35,25.28,7.33,60.61,4.44,84.06,6.03,2.72,3.38,9.28,7.92,12.8,35.69,25.24,47.46,10.17,36.4,273936,0.87,49.21,8.04,0.64,10.61,16.97,62.88,18.1,16.72,12.07,56.04,7.06,3.93,17.73,1
E09000018,33,5.47,1.43,1.89,34.51,54.56,10.93,45.36,52.77,10.72,4.37,4.64,34.36,6.62,51.39,4.69,84.07,5.13,3.52,3.3,9.53,7.72,12.53,32.43,27.38,45.98,10.43,38.52,253957,1.42,42,10.34,0.26,14.04,15.89,50.12,23.4,22.85,16.53,42.32,7.5,4.33,24.02,1
E09000019,31,4.87,1.22,1.83,22.38,70.88,6.74,138.72,50.53,11.43,3.76,5.43,9.23,12.76,68.17,6.43,82.36,4.37,7.56,2.93,13.89,11.51,13.28,17.56,38.74,25.62,10.66,59.94,206125,1.03,40.21,1.02,0.93,9.47,30.04,28.39,26.95,42.05,20.81,9.88,15.88,5.54,35.74,1
E09000020,36,4.71,0.98,1.23,19.46,74.55,5.99,130.8,47.43,15.39,2.29,4.31,10,6.51,70.61,4.56,86.32,4.55,10.76,2.76,24.32,7.95,8.21,22.12,46.51,36.32,11.36,48.19,158649,1.54,54.21,0.87,2.09,9.97,20.59,35.66,35.79,24.54,12.41,13.78,12.77,10.82,39.75,1
E09000021,35,5.83,1.01,1.47,30.93,59.86,9.21,42.97,52.74,11.71,5.32,3.22,16.34,2.51,74.48,3.56,86.17,6.82,4.28,3.51,11.11,9.5,8.8,35.73,28.6,46.23,9.06,39.39,160060,1.11,52.91,4.69,0.48,5.92,25.73,64.05,22.49,11.79,10.4,40.25,10.12,6.29,26.53,1
E09000022,31,4.3,1.05,1.41,26.8,66.31,6.89,113,55.94,11.29,3.83,6,6.91,25.91,57.09,4.71,85,4.11,5.69,2.68,11.58,10.7,14.66,18.01,34.37,27.01,11.12,58.38,303086,0.98,53.1,1.03,0.37,7.09,27.98,32.98,29.33,35.09,19.68,13.03,7.65,4.5,44.79,1
E09000023,33,5.05,1.27,1.84,31.79,59.54,8.67,78.5,51.81,10.69,4.9,6.19,9.26,27.16,53.53,5.19,83.11,5.29,4.04,3.35,8.9,9.84,16.19,22.6,34.18,33.26,12.4,49.74,275885,1.33,52.77,2.38,0.23,6.44,27.24,42.4,24.31,31.05,16.98,23.18,6.57,4.28,43,1
E09000024,34,5.27,1.21,1.7,31.6,59.01,9.39,53.1,55.05,12.4,3.38,4.06,18.1,10.42,64.9,3.85,85.63,5.1,4.45,2.84,11.35,9.25,10.31,33.38,28.31,45.21,9.49,40.22,199693,0.94,56.08,6.11,0.4,8.14,20.65,59.28,24.76,14.1,10.72,29.09,7.09,4.79,42.74,1
E09000025,29,4.25,1.69,2.05,39.22,51.52,9.26,85.02,42.42,9.5,8.37,6.87,43.47,19.56,28.97,5.63,83.06,5.15,2.41,5.94,7.11,5.7,14.76,26.07,26.14,40.75,9.99,45.16,307984,0.79,39.98,8.75,0.11,31.97,9.54,33.32,34.05,29.64,13.2,21.91,7.06,2.41,52.3,1
E09000026,34,6.16,1.58,2.04,38.5,49.99,11.51,49.45,47.9,11.75,4.1,5.31,41.76,8.91,42.53,4.9,83.1,5.83,3.25,3.65,9.47,5.92,12.21,36.84,25.46,50.46,9.09,34.57,278970,0.66,36.83,11.36,3.66,23.3,11,63.55,22.86,11.39,7.4,39.96,5.88,4.24,39.28,1
E09000027,38,6.32,0.86,1.27,29.62,62.68,7.7,32.57,54.96,14.85,2.72,3.01,7.28,1.51,85.95,3.22,87.87,6.04,6.15,2.84,15.32,10.38,7.85,35.7,32.58,47.76,10.18,36.7,186990,0.84,55.25,1.63,0.75,3.28,28.45,63.57,21.85,12.59,7.59,33.88,8.2,8.94,32.63,1
E09000028,32,4.35,1.2,1.65,28.27,64.56,7.17,99.91,52.06,9.97,4.94,6,9.43,26.89,54.23,4.9,84.71,4.75,5.66,3.02,11.83,11.1,14.2,19.72,33.47,29.44,12.1,54.69,288283,1.35,52.54,1.27,0.35,8.52,26.74,29.34,23.66,43.72,26.66,13.19,12.45,4.34,33.33,1
E09000029,38,6.54,1.18,1.9,32.44,57.01,10.54,43.36,56.67,11.4,2.98,3.91,11.59,4.8,78.6,4.1,84.27,6.15,3.19,2.69,9.64,9.45,10.88,35.34,30.38,47.91,11.11,34.73,190146,0.72,58.42,4.23,0.26,4.06,24.62,67.99,15.9,14.61,9.32,49.9,7.94,4.41,23.77,1
E09000030,29,4.3,1.38,1.93,26.58,67.68,5.74,128.53,49.29,8.31,5.47,6.75,41.13,7.33,45.19,6.04,83.31,4.38,6.08,3.8,13.31,9.49,10.63,22.39,34.61,32.2,8.81,55.28,254096,1.07,27.08,1.65,0.5,34.51,19.15,24.25,32.55,39.61,12.2,12.04,17.87,3.68,45.29,1
